connectionId,positive_similarity_results,negative_similarity_results
221877,"{'genieten': {'n_occurrences': 2, 'pairwise_sims': [0.9313107563645694], 'mean_sim': np.float64(0.9313107563645694)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9101948775105964], 'mean_sim': np.float64(0.9101948775105964)}}",{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8761859298961021], 'mean_sim': np.float64(0.8761859298961021)}}",{}
221877,{},"{'gek': {'n_occurrences': 2, 'pairwise_sims': [0.9552523495557675], 'mean_sim': np.float64(0.9552523495557675)}}"
221877,{},"{'slecht': {'n_occurrences': 2, 'pairwise_sims': [0.9290206956525981], 'mean_sim': np.float64(0.9290206956525981)}}"
221877,"{'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9654045017768357], 'mean_sim': np.float64(0.9654045017768357)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9257602794797078], 'mean_sim': np.float64(0.9257602794797078)}}","{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.9589787957255455], 'mean_sim': np.float64(0.9589787957255455)}}"
221877,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9437638828308248], 'mean_sim': np.float64(0.9437638828308248)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.8585060322579817], 'mean_sim': np.float64(0.8585060322579817)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8174015760807741], 'mean_sim': np.float64(0.8174015760807741)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9615989057436269], 'mean_sim': np.float64(0.9615989057436269)}}","{'schuldig': {'n_occurrences': 2, 'pairwise_sims': [0.9556750268131053], 'mean_sim': np.float64(0.9556750268131053)}}"
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9233827735002293], 'mean_sim': np.float64(0.9233827735002293)}}",{}
221877,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9768225923049596], 'mean_sim': np.float64(0.9768225923049596)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8977348574090243], 'mean_sim': np.float64(0.8977348574090243)}}",{}
221877,{},{}
221877,"{'gezellig': {'n_occurrences': 2, 'pairwise_sims': [0.9756763569850121], 'mean_sim': np.float64(0.9756763569850121)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8947474788291515], 'mean_sim': np.float64(0.8947474788291515)}}",{}
221877,"{'normaal': {'n_occurrences': 2, 'pairwise_sims': [0.9080943979274696], 'mean_sim': np.float64(0.9080943979274696)}}",{}
221877,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9202047871636407, 0.889681718345501, 0.9376673111125673], 'mean_sim': np.float64(0.9158512722072363)}}",{}
221877,"{'wakker': {'n_occurrences': 3, 'pairwise_sims': [0.9625359223297033, 0.9376597838342767, 0.9423377762848857], 'mean_sim': np.float64(0.9475111608162886)}}",{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.8747288476903365, 0.912832364406645, 0.8634217689282154, 0.8877219101649673, 0.8724499853425618, 0.9339090569120104], 'mean_sim': np.float64(0.8908439889074561)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9274485707440104], 'mean_sim': np.float64(0.9274485707440104)}, 'oké': {'n_occurrences': 2, 'pairwise_sims': [0.9168557834269205], 'mean_sim': np.float64(0.9168557834269205)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9728064031903011], 'mean_sim': np.float64(0.9728064031903011)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9052073245610137], 'mean_sim': np.float64(0.9052073245610137)}}",{}
221877,"{'fijn': {'n_occurrences': 3, 'pairwise_sims': [0.8785908504660923, 0.8706979990323054, 0.9715549222932274], 'mean_sim': np.float64(0.9069479239305417)}}",{}
221877,{},{}
221877,"{'gelukkig': {'n_occurrences': 2, 'pairwise_sims': [0.9205213332879739], 'mean_sim': np.float64(0.9205213332879739)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8901959857734726], 'mean_sim': np.float64(0.8901959857734726)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.8765389082489516], 'mean_sim': np.float64(0.8765389082489516)}}",{}
221877,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9242911960079246], 'mean_sim': np.float64(0.9242911960079246)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.8608414372497669], 'mean_sim': np.float64(0.8608414372497669)}}",{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9173459427701082, 0.8882272008044315, 0.9020340681115694], 'mean_sim': np.float64(0.902535737228703)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.805508689809378], 'mean_sim': np.float64(0.805508689809378)}}",{}
221877,"{'chillen': {'n_occurrences': 3, 'pairwise_sims': [0.9669343135502899, 0.9658713232362414, 0.9628793513653595], 'mean_sim': np.float64(0.9652283293839635)}, 'gezellig': {'n_occurrences': 2, 'pairwise_sims': [0.8542339931188446], 'mean_sim': np.float64(0.8542339931188446)}}",{}
221877,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9486629475116879], 'mean_sim': np.float64(0.9486629475116879)}}",{}
221877,"{'fijn': {'n_occurrences': 3, 'pairwise_sims': [0.9101332456394755, 0.8913419788561815, 0.8918879260956328], 'mean_sim': np.float64(0.8977877168637632)}, 'lekker': {'n_occurrences': 3, 'pairwise_sims': [0.8247284398839797, 0.8539784631970658, 0.9730988552419277], 'mean_sim': np.float64(0.8839352527743244)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9582784203888433], 'mean_sim': np.float64(0.9582784203888433)}}",{}
221877,"{'wakker': {'n_occurrences': 3, 'pairwise_sims': [0.8953105558534205, 0.9502879768989332, 0.9112053013109058], 'mean_sim': np.float64(0.9189346113544198)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9336498990440059], 'mean_sim': np.float64(0.9336498990440059)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8587712137407566], 'mean_sim': np.float64(0.8587712137407566)}}",{}
221877,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9066874653404117], 'mean_sim': np.float64(0.9066874653404117)}}",{}
221877,{},{}
221877,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9321926946581452], 'mean_sim': np.float64(0.9321926946581452)}, 'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8935088575773931, 0.8664674823146872, 0.8753980835070462], 'mean_sim': np.float64(0.8784581411330422)}}",{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8719919396754527], 'mean_sim': np.float64(0.8719919396754527)}}",{}
221877,"{'chillen': {'n_occurrences': 3, 'pairwise_sims': [0.9636241283339076, 0.965223814818979, 0.9641760874484351], 'mean_sim': np.float64(0.964341343533774)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9642160464612152], 'mean_sim': np.float64(0.9642160464612152)}}",{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9283656854624176, 0.9061056464553052, 0.9623659527458367], 'mean_sim': np.float64(0.9322790948878531)}}",{}
221877,{},{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9271739812260247], 'mean_sim': np.float64(0.9271739812260247)}}",{}
221877,"{'gezellig': {'n_occurrences': 2, 'pairwise_sims': [0.9807087802891956], 'mean_sim': np.float64(0.9807087802891956)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9291313647270838], 'mean_sim': np.float64(0.9291313647270838)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9300348725846725], 'mean_sim': np.float64(0.9300348725846725)}}",{}
221877,"{'genieten': {'n_occurrences': 2, 'pairwise_sims': [0.9642968862929806], 'mean_sim': np.float64(0.9642968862929806)}}",{}
221877,"{'interessant': {'n_occurrences': 2, 'pairwise_sims': [0.9587792558555902], 'mean_sim': np.float64(0.9587792558555902)}}",{}
221877,{},"{'down': {'n_occurrences': 2, 'pairwise_sims': [0.9172254183396089], 'mean_sim': np.float64(0.9172254183396089)}}"
221877,"{'geweldig': {'n_occurrences': 2, 'pairwise_sims': [0.9465359100130957], 'mean_sim': np.float64(0.9465359100130957)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9730478381660812], 'mean_sim': np.float64(0.9730478381660812)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.8405499730143657], 'mean_sim': np.float64(0.8405499730143657)}}",{}
221877,{},{}
221877,{},{}
221877,"{'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.9773320749349772], 'mean_sim': np.float64(0.9773320749349772)}}",{}
221877,{},"{'vervelend': {'n_occurrences': 2, 'pairwise_sims': [0.9432463060360821], 'mean_sim': np.float64(0.9432463060360821)}}"
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9063512356699607], 'mean_sim': np.float64(0.9063512356699607)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8346472324750118], 'mean_sim': np.float64(0.8346472324750118)}}",{}
221877,{},{}
221877,{},{}
221877,"{'lekker': {'n_occurrences': 3, 'pairwise_sims': [0.956500546003394, 0.932172344072286, 0.9199728815892726], 'mean_sim': np.float64(0.9362152572216509)}, 'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8694758128221278, 0.8346568536390366, 0.7948977279208507], 'mean_sim': np.float64(0.8330101314606718)}}",{}
221877,{},"{'gek': {'n_occurrences': 2, 'pairwise_sims': [0.9679740815523947], 'mean_sim': np.float64(0.9679740815523947)}}"
221877,"{'goed': {'n_occurrences': 6, 'pairwise_sims': [0.8703242139841769, 0.8743636936623403, 0.8727264978706232, 0.8288452114078454, 0.858244983608869, 0.9468006378360214, 0.9246580207420503, 0.878670163133998, 0.8920223764188975, 0.9114215805871934, 0.8850838152325924, 0.8859680784794478, 0.9336479958882286, 0.9416355846625741, 0.9076984939821128], 'mean_sim': np.float64(0.8941407564997981)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9332213687724703], 'mean_sim': np.float64(0.9332213687724703)}}",{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.837266492644997, 0.8662017080502021, 0.804900514141049], 'mean_sim': np.float64(0.836122904945416)}}",{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 5, 'pairwise_sims': [0.9035958485330395, 0.8821861980360552, 0.8699369139908482, 0.8996985390553616, 0.8727438752931465, 0.8664473917616794, 0.9017899041732362, 0.8996886662890747, 0.8692293177960166, 0.8769384503603073], 'mean_sim': np.float64(0.8842255105288765)}}",{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8690251026407048, 0.874132176155232, 0.949324807366963], 'mean_sim': np.float64(0.8974940287209665)}}",{}
221877,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9511209152193192], 'mean_sim': np.float64(0.9511209152193192)}}",{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8809607920770004], 'mean_sim': np.float64(0.8809607920770004)}, 'fijn': {'n_occurrences': 3, 'pairwise_sims': [0.8601123096236682, 0.8666405217809767, 0.9545004383315975], 'mean_sim': np.float64(0.8937510899120809)}}",{}
221877,"{'leuk': {'n_occurrences': 4, 'pairwise_sims': [0.9629631266415519, 0.9166578972365049, 0.9541850161733164, 0.9233083542107624, 0.9551039021023661, 0.9411175847093407], 'mean_sim': np.float64(0.9422226468456404)}, 'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.9639725692965743], 'mean_sim': np.float64(0.9639725692965743)}}",{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9119955196382655, 0.8805488156033335, 0.9497829069399022], 'mean_sim': np.float64(0.914109080727167)}}",{}
221877,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9412398358924203], 'mean_sim': np.float64(0.9412398358924203)}, 'goed': {'n_occurrences': 4, 'pairwise_sims': [0.8621553312638407, 0.8546760909943173, 0.9188854702883874, 0.9591319457511415, 0.9014427945166147, 0.8848522311390772], 'mean_sim': np.float64(0.8968573106588965)}}",{}
221877,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9396293919589247], 'mean_sim': np.float64(0.9396293919589247)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9119808300082249], 'mean_sim': np.float64(0.9119808300082249)}}",{}
221877,"{'goed': {'n_occurrences': 4, 'pairwise_sims': [0.8677656607166857, 0.8674978267822929, 0.852495244316834, 0.9412746240796567, 0.9122067265781792, 0.9142704220655863], 'mean_sim': np.float64(0.8925850840898725)}}",{}
221877,{},{}
221877,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9198008329732319, 0.973824949578556, 0.9365970237877559], 'mean_sim': np.float64(0.9434076021131812)}}",{}
221877,"{'wakker': {'n_occurrences': 5, 'pairwise_sims': [0.8878808140616937, 0.932351495515575, 0.9510318195316949, 0.9385793371731584, 0.9279880184661264, 0.9038725022919921, 0.8944738573579946, 0.9576448677657612, 0.9482997442513555, 0.9627480528318075], 'mean_sim': np.float64(0.930487050924716)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8307645226630009], 'mean_sim': np.float64(0.8307645226630009)}}",{}
221877,{},{}
221877,"{'fijn': {'n_occurrences': 4, 'pairwise_sims': [0.8611657240860027, 0.8548387305836139, 0.9516155391367046, 0.8854271301188302, 0.8801223480643722, 0.8561059819138156], 'mean_sim': np.float64(0.8815459089838898)}, 'gemak': {'n_occurrences': 2, 'pairwise_sims': [0.9601150902676329], 'mean_sim': np.float64(0.9601150902676329)}}",{}
221877,{},{}
221877,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9167030046900728, 0.9320530747584107, 0.9495263008222304], 'mean_sim': np.float64(0.9327607934235713)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9336582220626767], 'mean_sim': np.float64(0.9336582220626767)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8788885021705866], 'mean_sim': np.float64(0.8788885021705866)}}",{}
221877,"{'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.9548944484808813], 'mean_sim': np.float64(0.9548944484808813)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8326319518129462], 'mean_sim': np.float64(0.8326319518129462)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8116937934030759], 'mean_sim': np.float64(0.8116937934030759)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.859916987392571], 'mean_sim': np.float64(0.859916987392571)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9043798825309136], 'mean_sim': np.float64(0.9043798825309136)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9761824003356323], 'mean_sim': np.float64(0.9761824003356323)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9330884643798579], 'mean_sim': np.float64(0.9330884643798579)}}",{}
221877,"{'fijn': {'n_occurrences': 3, 'pairwise_sims': [0.8959044536169852, 0.9331886380016012, 0.8851377586578052], 'mean_sim': np.float64(0.9047436167587972)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8904326907810035], 'mean_sim': np.float64(0.8904326907810035)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.7700787712701062], 'mean_sim': np.float64(0.7700787712701062)}}",{}
221877,{},"{'schuld': {'n_occurrences': 2, 'pairwise_sims': [0.9365356666920838], 'mean_sim': np.float64(0.9365356666920838)}}"
221877,"{'nice': {'n_occurrences': 3, 'pairwise_sims': [0.9871670594269052, 0.9484195125643444, 0.9571550668586954], 'mean_sim': np.float64(0.9642472129499818)}}",{}
221877,"{'nice': {'n_occurrences': 2, 'pairwise_sims': [0.9741109625488596], 'mean_sim': np.float64(0.9741109625488596)}}",{}
221877,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9635753882420193], 'mean_sim': np.float64(0.9635753882420193)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9476650658061458], 'mean_sim': np.float64(0.9476650658061458)}}",{}
221877,"{'benieuwd': {'n_occurrences': 2, 'pairwise_sims': [0.9128736326470845], 'mean_sim': np.float64(0.9128736326470845)}}",{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8934051725287281], 'mean_sim': np.float64(0.8934051725287281)}}",{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9091364455472665, 0.8847909351241953, 0.9362743293756784], 'mean_sim': np.float64(0.9100672366823801)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9193728892577682], 'mean_sim': np.float64(0.9193728892577682)}}","{'reserveren': {'n_occurrences': 2, 'pairwise_sims': [0.9393430829825418], 'mean_sim': np.float64(0.9393430829825418)}}"
221877,"{'nice': {'n_occurrences': 2, 'pairwise_sims': [0.9203764053796358], 'mean_sim': np.float64(0.9203764053796358)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.8836464130248947], 'mean_sim': np.float64(0.8836464130248947)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8722164525989001], 'mean_sim': np.float64(0.8722164525989001)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9181053185548071], 'mean_sim': np.float64(0.9181053185548071)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.791866467372705], 'mean_sim': np.float64(0.791866467372705)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9509929042336438], 'mean_sim': np.float64(0.9509929042336438)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9437136282417286], 'mean_sim': np.float64(0.9437136282417286)}, 'goed': {'n_occurrences': 4, 'pairwise_sims': [0.9150201831162494, 0.8883398475058853, 0.8716803043485155, 0.8915894737368002, 0.8613781970563177, 0.932102865876534], 'mean_sim': np.float64(0.8933518119400503)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.90299931123081], 'mean_sim': np.float64(0.90299931123081)}}",{}
221877,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9549312540811289], 'mean_sim': np.float64(0.9549312540811289)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9673789425728343], 'mean_sim': np.float64(0.9673789425728343)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9866898754361245], 'mean_sim': np.float64(0.9866898754361245)}, 'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9371914166080739, 0.8678727560130157, 0.877102541438318], 'mean_sim': np.float64(0.8940555713531358)}}",{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9157241866395457, 0.8910970841040269, 0.9406766846108149], 'mean_sim': np.float64(0.9158326517847959)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9282169146950664], 'mean_sim': np.float64(0.9282169146950664)}, 'deugd': {'n_occurrences': 2, 'pairwise_sims': [0.9723229446784962], 'mean_sim': np.float64(0.9723229446784962)}}",{}
221877,"{'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.8989033023395762], 'mean_sim': np.float64(0.8989033023395762)}}",{}
221877,{},"{'frustrerend': {'n_occurrences': 3, 'pairwise_sims': [0.9051568207948575, 0.936025857021739, 0.9187391583386583], 'mean_sim': np.float64(0.9199739453850849)}}"
221877,"{'leuk': {'n_occurrences': 4, 'pairwise_sims': [0.9209939032442207, 0.9464385393571065, 0.8742343368298948, 0.8937746803528095, 0.9114552210578337, 0.8282105096511051], 'mean_sim': np.float64(0.895851198415495)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9525079685311888], 'mean_sim': np.float64(0.9525079685311888)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9577014953187869], 'mean_sim': np.float64(0.9577014953187869)}}",{}
221877,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9658946093209986, 0.9724645204594665, 0.9800440661638974], 'mean_sim': np.float64(0.9728010653147875)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8985755775437323], 'mean_sim': np.float64(0.8985755775437323)}}",{}
221877,"{'benieuwd': {'n_occurrences': 2, 'pairwise_sims': [0.9617272558745715], 'mean_sim': np.float64(0.9617272558745715)}, 'genieten': {'n_occurrences': 2, 'pairwise_sims': [0.9201324823972592], 'mean_sim': np.float64(0.9201324823972592)}}",{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8702803615239832, 0.8834891482432092, 0.8521486910217124], 'mean_sim': np.float64(0.8686394002629684)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9303755115537725], 'mean_sim': np.float64(0.9303755115537725)}}",{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9212442567587227, 0.9320386072311238, 0.8978440502816567], 'mean_sim': np.float64(0.9170423047571677)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9245770965463911], 'mean_sim': np.float64(0.9245770965463911)}}",{}
221877,{},"{'heftig': {'n_occurrences': 2, 'pairwise_sims': [0.9094795284369519], 'mean_sim': np.float64(0.9094795284369519)}}"
221877,"{'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9036943286224896], 'mean_sim': np.float64(0.9036943286224896)}}",{}
221877,{},"{'moe': {'n_occurrences': 3, 'pairwise_sims': [0.9239722673439844, 0.9704528812505487, 0.9118174059370492], 'mean_sim': np.float64(0.9354141848438609)}, 'erg': {'n_occurrences': 2, 'pairwise_sims': [0.8691396302400475], 'mean_sim': np.float64(0.8691396302400475)}}"
221877,{},"{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.9702020215653256], 'mean_sim': np.float64(0.9702020215653256)}}"
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9324452214404627, 0.9008614540196869, 0.8862108666574552], 'mean_sim': np.float64(0.9065058473725349)}}",{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9154711685943331], 'mean_sim': np.float64(0.9154711685943331)}, 'chillen': {'n_occurrences': 3, 'pairwise_sims': [0.9259615540088115, 0.9639407147015311, 0.9456218421095876], 'mean_sim': np.float64(0.9451747036066434)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9260309677885222], 'mean_sim': np.float64(0.9260309677885222)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9144903283538081], 'mean_sim': np.float64(0.9144903283538081)}, 'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.9834711636770685], 'mean_sim': np.float64(0.9834711636770685)}}",{}
221877,{},"{'burn-out': {'n_occurrences': 3, 'pairwise_sims': [0.9769416390342927, 0.9660852199040675, 0.9753819952159605], 'mean_sim': np.float64(0.9728029513847735)}}"
221877,{},{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9063732656096892, 0.9166540183610518, 0.8983239045729411], 'mean_sim': np.float64(0.907117062847894)}, 'nice': {'n_occurrences': 2, 'pairwise_sims': [0.9891959174124958], 'mean_sim': np.float64(0.9891959174124958)}}",{}
221877,"{'leuk': {'n_occurrences': 3, 'pairwise_sims': [0.9359122135931598, 0.9318389370179119, 0.9770873354992446], 'mean_sim': np.float64(0.9482794953701056)}, 'fijn': {'n_occurrences': 3, 'pairwise_sims': [0.9086239311078081, 0.9080240078542594, 0.9031945265564252], 'mean_sim': np.float64(0.906614155172831)}}",{}
221877,{},{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9392961843807127], 'mean_sim': np.float64(0.9392961843807127)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.895729395497273], 'mean_sim': np.float64(0.895729395497273)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8831129308465698], 'mean_sim': np.float64(0.8831129308465698)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.9339201830730494], 'mean_sim': np.float64(0.9339201830730494)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.951397413461229], 'mean_sim': np.float64(0.951397413461229)}}",{}
221877,"{'spannend': {'n_occurrences': 2, 'pairwise_sims': [0.8709882383491419], 'mean_sim': np.float64(0.8709882383491419)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9345434545072532], 'mean_sim': np.float64(0.9345434545072532)}}",{}
221877,{},{}
221877,{},{}
221877,"{'wakker': {'n_occurrences': 3, 'pairwise_sims': [0.9313817040518654, 0.9601361123721458, 0.915790731754142], 'mean_sim': np.float64(0.9357695160593845)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.9096703362832633], 'mean_sim': np.float64(0.9096703362832633)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9125757184187935], 'mean_sim': np.float64(0.9125757184187935)}}","{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.9414091661447533], 'mean_sim': np.float64(0.9414091661447533)}}"
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8266446869199182, 0.885970849978539, 0.881025654378054], 'mean_sim': np.float64(0.8645470637588372)}, 'lekker': {'n_occurrences': 4, 'pairwise_sims': [0.9454992980157829, 0.8998421591551248, 0.9600868124244413, 0.9231976952470287, 0.9644643603747455, 0.9144024050118164], 'mean_sim': np.float64(0.9345821217048232)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9321879123419735], 'mean_sim': np.float64(0.9321879123419735)}, 'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.961754459746279], 'mean_sim': np.float64(0.961754459746279)}}",{}
221877,"{'interessant': {'n_occurrences': 2, 'pairwise_sims': [0.900323266081215], 'mean_sim': np.float64(0.900323266081215)}}",{}
221877,{},{}
221877,{},{}
221877,"{'chillen': {'n_occurrences': 2, 'pairwise_sims': [0.964719406334477], 'mean_sim': np.float64(0.964719406334477)}, 'fijn': {'n_occurrences': 2, 'pairwise_sims': [0.8983484164508474], 'mean_sim': np.float64(0.8983484164508474)}}",{}
221877,{},{}
221877,{},{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8075491332964974], 'mean_sim': np.float64(0.8075491332964974)}, 'fijn': {'n_occurrences': 3, 'pairwise_sims': [0.8786952394651267, 0.9055160316958061, 0.908360496260313], 'mean_sim': np.float64(0.8975239224737486)}}",{}
221877,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9331385606939492], 'mean_sim': np.float64(0.9331385606939492)}}",{}
221877,"{'zeker': {'n_occurrences': 2, 'pairwise_sims': [0.91984633286602], 'mean_sim': np.float64(0.91984633286602)}}",{}
221877,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8851574746401101, 0.8921221257365567, 0.8891239239433559], 'mean_sim': np.float64(0.888801174773341)}, 'lekker': {'n_occurrences': 2, 'pairwise_sims': [0.912440587131048], 'mean_sim': np.float64(0.912440587131048)}}",{}
221877,"{'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.9489805244788183], 'mean_sim': np.float64(0.9489805244788183)}, 'productief': {'n_occurrences': 2, 'pairwise_sims': [0.9194012546327374], 'mean_sim': np.float64(0.9194012546327374)}}",{}
221877,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9554754351766993], 'mean_sim': np.float64(0.9554754351766993)}, 'leuk': {'n_occurrences': 2, 'pairwise_sims': [0.949030580927998], 'mean_sim': np.float64(0.949030580927998)}}",{}
